name,color,sex,country,grumpy,fearful_of_people,playful,friendly_to_people,clumsy,greedy,owner_phone,birthday
Candy,brown,Female,UK,1,6,3,3,6,7,651-5024705,02/28/2009
Sting,grey,Female,Germany,1,2,6,7,1,2,651-5894694,07/03/2002
Smidget,black,Female,Thailand,1,3,6,7,1,2,651-2612586,06/05/2003
By,striped,Male,Thailand,1,7,6,1,1,3,651-8722346,05/22/2016
Toasty,tabby,Male,China,1,2,5,3,1,2,651-2605164,01/05/2009
Octivia,grey,Male,Spain,1,5,7,7,3,7,651-7906766,05/19/2010
Spot,brown,Male,New Zealand,2,1,5,7,5,5,651-7535786,12/02/2009
Cadpig,black,Female,Peru,2,2,5,4,1,4,651-1541747,11/16/2010
General Sherman,butterscotch,Male,Peru,5,1,5,7,2,1,651-5442432,05/01/2015
Titus,white,Female,USA,2,1,4,7,1,1,651-3604550,03/21/2013
Rainer,salt and pepper,Male,Germany,1,4,6,5,2,4,651-8770076,09/06/2011
Buttons,brown,Male,Peru,4,2,5,5,5,4,651-6926972,03/14/2017
Tweeter,brown,Female,Germany,3,3,6,6,4,5,651-4989404,04/21/2014
Lickers,grey and brown,Female,France,4,5,7,5,7,4,651-7986822,06/06/2017
Rhiannon,orange,Male,USA,1,1,5,6,1,3,651-4874717,01/31/2002
Ariadne,black,Male,Canada,2,2,5,6,4,4,651-7225758,11/06/2004
Mr. President,black,Female,Australia,2,4,5,6,2,2,651-7372683,04/16/2013
Emily Spinach,tabby,Male,Thailand,6,1,4,4,4,4,651-5526348,05/23/2017
Solumn,black,Female,France,1,6,4,4,1,4,651-3081006,12/15/2006
Othello,grey and brown,Unsure,USA,4,6,4,6,1,6,651-8979308,01/15/2014
Elle Mcphupup,salt and pepper,Female,France,3,6,6,4,1,5,651-4027253,10/01/2015
Tango,grey and black,Male,Germany,2,2,2,4,2,1,651-8582920,08/20/2014
Toby,grey and black,Male,UK,2,3,6,6,7,2,651-6409613,11/30/2003
Rapatap & Pupadup,black,Female,USA,3,2,6,5,4,5,651-3943779,09/24/2014
Clementine,grey and black,Female,Germany,5,2,5,5,5,3,651-8932138,12/13/2015
Chicken,white,Female,UK,3,3,5,5,3,3,651-4069297,08/06/2000
Excaliber,black,Female,China,2,7,4,2,7,4,651-7954973,03/28/2010
Bubbles,grey and black,Female,USA,2,6,6,3,5,5,651-5820271,11/16/2002
Cecil,peaches and cream,Female,New Zealand,7,4,2,5,1,3,651-1618254,02/04/2018
Fleas Witherspoon,black,Male,Spain,2,2,6,5,2,6,651-2882412,11/26/2010
Miss Moochie,striped,Male,UK,7,3,5,7,2,3,651-2400682,12/13/2017
Damon,brown,Male,Spain,1,7,5,7,7,7,651-8222319,01/01/2016
Megabucks,striped,Female,Peru,5,5,5,4,1,5,651-2067370,12/10/2017
Hennessy,brown,Male,China,5,6,5,3,1,3,651-4235689,01/25/2004
Sniper,black,Male,USA,1,1,6,7,1,7,651-6462049,09/04/2004
Snickers,striped,Male,New Zealand,2,1,7,7,4,2,651-2817871,11/14/2012
Barley,salt and pepper,Female,Spain,4,2,7,5,2,6,651-8404466,03/03/2007
Niamh,orange,Male,France,2,2,3,4,1,4,651-2770888,01/07/2001
Aelurus,grey and black,Male,Canada,1,1,7,7,1,2,651-4112337,01/15/2007
Garcia,orange,Male,Canada,7,2,1,2,1,5,651-2659445,09/15/2013
Rutherford,black,Female,Canada,3,5,5,5,2,4,651-3429186,10/18/2004
Oso,butterscotch,Male,Canada,7,3,2,6,2,5,651-4213162,03/18/2010
Grace,salt and pepper,Male,Canada,2,7,5,7,5,6,651-2508518,01/02/2008
Oberon,brown,Male,New Zealand,3,2,6,5,1,2,651-2429613,08/19/2011
MacGregor,white,Male,UK,2,2,7,7,6,3,651-7894258,05/12/2013
Me-Too,salt and pepper,Male,Canada,1,2,3,7,6,5,651-1753067,01/18/2002
Dali,grey and black,Female,Thailand,2,7,5,3,1,2,651-8483344,10/09/2007
Ptolemy,striped,Female,UK,3,5,5,5,3,6,651-1858459,12/12/2016
Masaccio,peaches and cream,Female,Canada,3,5,5,5,3,3,651-5346529,03/20/2014
Purcell,butterscotch,Female,France,5,3,6,5,5,3,651-3293012,02/03/2012
Oedipus,peaches and cream,Female,France,3,6,2,5,2,5,651-8228084,06/18/2002
Whispurr,grey and brown,Female,Germany,7,7,4,4,2,1,651-2213820,09/23/2003
Edward Scissorclaws,peaches and cream,Male,Thailand,1,1,6,7,6,7,651-7010859,03/24/2012
Herringbone,grey and brown,Female,France,5,3,6,6,2,6,651-4002653,10/23/2016
Prince,butterscotch,Male,New Zealand,5,3,5,5,1,6,651-4963578,10/11/2013
Marengo,salt and pepper,Female,Australia,3,6,5,4,3,3,651-2501696,06/20/2016
Tasha,butterscotch,Male,USA,2,4,7,6,4,3,651-6307407,03/15/2020
Aelurus,peaches and cream,Female,Germany,1,4,6,6,1,3,651-8618605,04/16/2006
Hansel,butterscotch,Male,New Zealand,1,1,7,7,5,7,651-2448415,06/13/2005
Berkeley,striped,Male,Thailand,3,1,3,7,1,2,651-7557670,11/11/2009
Hopie,tabby,Male,Australia,7,1,7,7,2,1,651-4107375,12/01/1999
Booboo,brown,Female,Peru,1,7,6,1,6,2,651-2789995,05/12/2018
Macho,black,Female,France,1,6,5,4,3,2,651-2416592,02/21/2010
Kanga,striped,Male,Peru,1,6,6,6,1,7,651-8718282,12/05/2016
Puckers,white,Female,Spain,6,2,4,5,2,7,651-6067536,10/30/2012
Baccardi,salt and pepper,Male,Germany,1,7,1,4,7,6,651-4768385,05/26/2004
Eden,brown,Male,Australia,1,1,6,7,1,6,651-3069445,06/21/2019
Einstein,tabby,Female,USA,3,5,5,2,4,4,651-8305678,12/27/2017
Honey,butterscotch,Female,China,1,1,6,7,2,1,651-5542463,07/26/2011
Rhiannon,black,Male,Spain,4,6,7,7,1,4,651-9009642,05/04/2014
Boy,peaches and cream,Male,USA,1,6,1,4,1,1,651-6340936,04/15/2002
Mr. Moky,grey and brown,Female,China,1,7,6,2,2,6,651-7173722,01/16/2020
Peregrin,butterscotch,Female,UK,1,1,6,6,6,1,651-2682917,08/21/2014
Simon,peaches and cream,Male,Australia,4,2,5,5,5,6,651-5140058,12/17/2004
Panzer,peaches and cream,Female,France,4,6,6,2,1,2,651-7629774,06/14/2014
Crabbe,tabby,Female,New Zealand,4,2,7,7,4,3,651-5881222,01/25/2011
Madeleine,grey and black,Male,Australia,1,2,7,6,3,1,651-3936110,11/13/2015
Lennon,white,Female,UK,7,7,1,7,6,2,651-2666514,10/22/2018
Rebecca,striped,Male,France,2,3,5,6,2,5,651-7801553,04/08/2018
Rebecca,striped,Female,Peru,1,2,6,6,6,4,651-6373281,09/29/2018
Alba,peaches and cream,Female,Spain,7,6,2,2,1,5,651-6290090,04/17/2013
Gimli,butterscotch,Female,Spain,1,5,6,6,1,5,651-5162690,03/30/2005
Aldona,grey and brown,Male,Australia,1,3,6,5,1,2,651-8750745,06/30/2002
Camelot,grey and brown,Male,USA,3,7,6,2,3,3,651-2647005,08/20/2013
Gin,grey,Male,New Zealand,2,1,6,7,1,2,651-2589746,03/03/2013
Kricket,grey and brown,Male,Spain,1,7,6,7,1,1,651-7977671,07/15/2014
Rosebud,black,Male,New Zealand,3,5,6,3,1,1,651-8685901,03/29/2017
Harrison,peaches and cream,Male,New Zealand,1,2,6,5,3,6,651-6762251,02/27/2017
Chantilly,peaches and cream,Female,Canada,6,4,5,5,1,6,651-5083206,02/17/2013
Abba,striped,Female,UK,5,2,6,6,6,7,651-7668640,08/10/2012
Ludwig,brown,Male,Spain,4,2,2,5,1,2,651-8279753,09/16/2012
Munchkin,peaches and cream,Male,Australia,1,6,6,5,5,5,651-6045924,03/04/2013
Cat Stevens,peaches and cream,Male,China,2,6,6,4,1,4,651-6654863,11/30/2000
Columbia,peaches and cream,Male,France,1,7,7,6,2,2,651-7448323,01/22/2020
Kalan,peaches and cream,Female,Thailand,5,5,4,3,3,5,651-6097751,04/13/2018
Napster,grey,Male,USA,3,5,4,3,3,3,651-6824866,09/10/2013
Ginger Spice,orange,Male,China,2,7,5,6,1,6,651-7994454,06/09/2015
Devo,black,Female,China,6,2,6,4,1,2,651-4715985,01/26/2004
Blossom,peaches and cream,Male,Germany,2,1,7,6,2,4,651-8623008,09/12/2009
Claus,butterscotch,Female,China,1,1,7,7,4,4,651-7838146,09/26/2008
Terrance,salt and pepper,Male,UK,4,4,1,6,5,5,651-5990915,06/21/2012
Flynn,black,Female,USA,1,5,7,3,1,1,651-8423310,04/26/2016
Minty,peaches and cream,Male,UK,1,1,7,7,1,1,651-5343955,03/03/2010
Toejam,striped,Female,Thailand,3,3,5,3,3,3,651-3129483,08/10/2011
Cha Cha,peaches and cream,Male,China,5,6,5,2,3,3,651-4089888,06/26/2018
Mrs Paw,grey,Male,New Zealand,4,2,5,3,2,4,651-4869600,08/22/2009
Lee,grey,Female,Germany,1,6,7,6,6,7,651-2921746,05/10/2013
Dusty,grey,Female,Spain,1,1,7,7,1,1,651-7723111,06/21/2013
Spider,striped,Female,China,5,6,3,3,1,1,651-7615004,09/29/2015
Miss Moneypenny,white,Male,France,1,1,4,7,1,6,651-1595403,09/11/2010
Gallagher,grey and black,Male,UK,6,4,7,6,2,3,651-7567457,04/21/2014
Kennedy,white,Male,Germany,3,5,5,5,4,3,651-8747281,10/06/2013
Tut,orange,Male,France,2,6,5,5,1,5,651-2384777,07/24/2017
Nybble,orange,Female,Spain,1,6,7,2,1,6,651-5374069,11/30/2012
Hammerhead,grey and black,Female,USA,2,1,7,7,2,2,651-6641019,06/21/2000
Sammy,tabby,Male,Spain,1,1,5,7,2,3,651-7158103,03/27/2011
Choo,salt and pepper,Male,New Zealand,4,6,5,6,2,6,651-5789185,10/20/2005
Kasha,grey and brown,Female,Thailand,2,3,5,5,4,4,651-5552344,05/30/2017
Anna,brown,Male,France,5,4,6,4,1,3,651-5950599,11/07/2009
Bacchis,butterscotch,Male,Thailand,1,5,5,5,1,7,651-8350683,05/20/2008
Boyd,tabby,Female,France,1,7,6,6,6,6,651-3427368,01/13/2007
Cowboy,striped,Male,Australia,1,7,3,5,1,7,651-3737386,10/19/2017
Heartbreaker,striped,"",Spain,1,1,7,7,7,7,651-4215911,04/09/2011
Carly,grey,Female,New Zealand,1,1,1,7,1,3,651-6985640,10/22/2014
P. C. Moggs,brown,Male,Spain,2,1,5,7,2,2,651-4964057,03/31/2017
Joan,grey and black,Male,Canada,1,5,6,5,3,5,651-3310992,06/10/2016
Booboo,white,Female,Peru,5,2,6,6,1,1,651-4333905,01/18/2011
Miranda,striped,Female,Peru,1,7,7,7,7,5,651-8036897,11/18/2015
Skippy,grey and black,Female,China,4,2,5,7,3,4,651-4445909,12/27/2009
Findi,butterscotch,Female,UK,2,4,6,6,3,4,651-5159088,11/24/2012
Vegetarian,orange,Male,New Zealand,2,2,6,7,4,4,651-4559149,12/29/2009
Biggles,brown,Male,France,3,3,5,6,3,4,651-8995018,07/17/2017
TC,brown,Male,USA,1,2,6,7,4,4,651-2482688,12/15/2014
Furball,brown,Female,Germany,5,2,7,7,5,5,651-5276692,01/09/2006
Beastie,butterscotch,Male,UK,2,6,6,4,2,2,651-7503269,06/03/2005
Claus,orange,Male,France,3,5,3,2,1,2,651-3018604,11/29/2008
Chardonnay,striped,Female,New Zealand,3,3,6,6,3,5,651-1722039,03/17/2009
Cat,grey and brown,Male,Germany,1,1,6,7,4,5,651-6045376,11/17/2017
Anderson Pooper,orange,Male,Spain,3,6,5,6,2,3,651-3781090,04/30/2015
Sylvester,white,Male,Spain,1,2,6,7,3,3,651-6496602,06/03/2017
Shirley,peaches and cream,Male,UK,2,7,4,2,1,3,651-8432680,04/01/2015
Edward,grey and brown,Female,Australia,1,1,7,7,1,5,651-2582482,07/08/2015
Alton,white,Female,New Zealand,6,3,6,6,6,7,651-3521431,10/08/2017
Mufasa,grey,Male,China,1,6,5,4,2,3,651-2291933,04/22/2016
Abukar,butterscotch,Female,Germany,2,3,6,5,3,2,651-5383990,08/21/2000
Magnum,butterscotch,Female,Thailand,3,2,4,3,5,4,651-4143332,10/03/2003
Dr. Spock,salt and pepper,"",Germany,4,2,5,2,1,5,651-2757798,12/13/2012
Balzac,grey,Male,China,1,1,6,7,1,2,651-1918172,06/01/2007
Atali,butterscotch,Female,UK,5,7,3,1,1,1,651-5971338,12/25/2011
Catrick Swayze,butterscotch,Male,UK,2,4,2,6,1,3,651-4945499,03/10/2017
Alfresco,butterscotch,Female,France,7,1,7,5,2,5,651-2993685,10/28/2015
Stella,peaches and cream,Male,USA,1,3,5,7,1,6,651-4671906,05/03/2000
Purrgus McKitty,brown,Female,Australia,2,1,7,6,7,1,651-4823535,06/03/2012
Elvira,salt and pepper,Male,France,6,5,7,4,1,4,651-4568358,07/23/2016
Aeneas,salt and pepper,Male,France,1,4,6,5,3,3,651-2469881,04/01/2009
Crystal,grey and brown,Female,Australia,3,2,5,5,3,5,651-4919850,11/26/2006
Anderson Pooper,white,Male,Germany,2,7,3,3,2,3,651-3924995,02/14/2017
Desiree,orange,Female,China,1,1,6,6,1,6,651-3623137,10/28/2019
Darin,salt and pepper,Female,New Zealand,5,1,7,7,1,7,651-2626280,04/15/2019
Tibby,salt and pepper,Male,Australia,1,1,7,7,1,1,651-1839858,01/27/2016
Basilisk,orange,Male,UK,1,1,7,7,6,1,651-7617301,02/20/2018
Virgil,white,Male,France,5,3,5,6,5,5,651-3656938,05/05/2007
Achal,orange,Female,Peru,1,2,6,6,1,5,651-1605439,10/16/2007
Jessie,brown,Male,Spain,1,5,1,4,2,1,651-2863959,03/11/2006
Chewie,brown,Female,Spain,6,6,4,1,1,2,651-4063604,06/11/2012
Tootsie,salt and pepper,Male,China,1,1,4,7,7,3,651-1790961,07/29/2005
Cappuccino,white,Female,Germany,4,5,4,1,4,1,651-3764995,07/14/2008
Andre,black,Female,UK,7,2,5,4,1,1,651-2475840,03/21/2014
Kiri,brown,Male,Australia,5,4,3,3,1,1,651-8287704,04/07/2019
Ayesha,grey and black,Female,Australia,5,1,7,5,1,6,651-7161319,07/24/2001
Wally,black,Female,New Zealand,2,5,6,2,1,4,651-3303027,06/24/2002
Cat Stevens,grey,Male,Thailand,1,2,7,7,1,1,651-2269359,12/17/2016
Zipper,orange,Male,USA,4,4,5,5,2,2,651-2492994,01/22/2012
Apple,striped,Male,Germany,2,1,6,1,1,3,651-3995521,02/04/2017
Blair,grey,Male,France,7,2,4,3,3,6,651-4437696,10/13/2015
Harmony,brown,Male,Thailand,1,1,6,7,1,3,651-5705791,01/27/2010
Eartha Kitt,tabby,Male,UK,1,1,4,6,5,2,651-8717979,05/01/2013
Dumpleton,orange,Female,Australia,2,7,3,4,6,7,651-6003183,03/15/2012
Jezebel,striped,Female,Germany,5,3,6,6,6,5,651-3885310,09/20/2018
Amistad,striped,Male,Germany,6,1,6,3,5,7,651-1558050,07/22/2014
Bookie,orange,Female,Peru,2,1,5,7,5,5,651-8149961,09/14/2011
Wonka,striped,Female,USA,2,7,3,3,1,1,651-5362832,10/17/2016
Caboodle,white,Male,Thailand,1,5,7,7,6,6,651-4192800,10/04/2000
Mojo Jojo,grey and black,Female,Thailand,1,6,7,3,2,1,651-2413339,07/07/2009
Cato,orange,Female,Canada,2,6,5,2,6,6,651-8027009,01/06/2008
Caboodle,salt and pepper,Female,Thailand,2,2,3,7,4,2,651-4329345,08/24/2007
Clawsome,orange,Male,New Zealand,7,5,3,3,1,2,651-4453599,03/24/2010
Rosalind,white,Male,Germany,1,6,7,4,1,1,651-3512694,01/27/2018
Detroit,tabby,Male,UK,1,1,7,7,1,2,651-7558893,11/11/2008
Zippo,black,Female,France,2,4,5,6,2,3,651-7290059,06/04/2017
Puddy Tat,tabby,Male,Peru,2,5,6,4,1,2,651-1996995,01/02/2015
Hoomey,grey,Male,France,2,5,7,3,4,1,651-4229762,06/23/2014
Penny,striped,Male,France,5,1,5,7,1,3,651-3736960,09/10/2016
Davidson,salt and pepper,Female,Peru,2,7,5,3,6,3,651-3414546,07/29/2010
Deanie Dumpling,brown,Male,France,1,5,6,5,5,7,651-6243739,11/20/2002
Snickerdoodle,grey and black,Female,Germany,2,2,5,7,1,1,651-7794475,02/10/2001
Chutney,grey and brown,Female,Spain,1,2,6,7,2,6,651-4234998,01/23/2013
Claw,salt and pepper,Female,UK,6,6,5,3,4,2,651-8891074,09/23/2018
Canute,striped,Male,France,4,1,4,7,5,7,651-7940154,01/05/2012
Pretzel,tabby,Male,UK,2,3,7,5,2,2,651-4333119,08/02/2014
Koufax,orange,Male,USA,1,6,7,3,5,5,651-2273547,11/07/2011
Detroit,black,Male,Canada,1,1,7,7,1,6,651-3466618,04/14/2013
Banyan,salt and pepper,Female,Germany,5,5,6,5,1,6,651-4969965,05/15/2011
Brett,butterscotch,Female,New Zealand,2,5,6,5,2,3,651-2369621,03/16/2019
Juno,striped,Male,New Zealand,1,2,5,5,3,7,651-7163314,08/08/2011
Diego,salt and pepper,Female,New Zealand,2,1,6,7,5,5,651-8120776,09/18/2010
Panic,orange,Male,Peru,5,6,5,2,1,3,651-3539782,08/30/2006
Koufax,striped,Male,UK,1,4,4,5,1,3,651-8157239,08/28/2008
Lolly,grey,Male,China,1,1,4,4,1,1,651-6770986,08/22/2003
Aretha,grey and brown,Female,Canada,5,5,6,6,2,1,651-1951329,12/25/2017
Balzac,butterscotch,Female,Thailand,1,5,7,7,2,2,651-6998715,10/26/2019
Aldona,peaches and cream,Male,New Zealand,5,2,5,7,2,6,651-8296788,04/09/2007
Lucerne,salt and pepper,Male,New Zealand,2,2,6,7,1,1,651-5840509,01/02/2017
Fondue,black,Male,UK,2,5,7,5,3,6,651-6363889,06/16/2018
Sponge,black,Male,Australia,1,7,7,2,6,2,651-3578512,11/19/2019
Mr Biz,tabby,Female,New Zealand,1,3,6,6,3,5,651-3826929,04/22/2000
Elvis,tabby,Male,Thailand,2,7,6,1,5,3,651-8007113,05/21/2002
Tweedledum,white,Male,Spain,6,2,6,6,2,5,651-8391376,12/01/2006
Sonny,tabby,Female,Australia,1,2,6,6,1,5,651-4479054,07/13/2009
Kumheer,orange,Female,China,3,2,2,5,4,1,651-7049130,04/22/2002
Liam,brown,Female,Australia,1,4,6,6,1,6,651-5575159,11/11/2017
Custard,white,Female,Canada,1,6,6,5,1,6,651-6270287,10/07/2014
Gallagher,butterscotch,Female,Canada,2,2,5,7,7,6,651-4646921,10/13/2011
Pussamaccattus,grey and black,Male,Peru,2,7,5,2,6,5,651-1807297,06/23/2010
Butch Catsidy,grey and black,Female,UK,1,4,5,7,1,5,651-7049154,10/27/2000
Freckles,striped,Female,USA,2,4,5,5,2,4,651-2054251,02/07/2019
Geronimo,grey and black,Unsure,Thailand,4,3,3,3,4,5,651-8672532,07/13/2015
Herbie,brown,Female,UK,6,6,6,1,1,1,651-5421831,01/24/2019
Coco,brown,Male,Australia,1,7,7,1,5,1,651-2852020,07/27/2019
Saxon,tabby,Female,China,1,1,5,4,1,1,651-8274403,05/01/2002
Irish,white,Female,UK,5,6,3,2,1,1,651-7097498,08/06/2008
Hoover,salt and pepper,Female,France,3,3,4,3,1,3,651-8421107,04/26/2001
Xerxes,striped,Female,France,2,3,6,6,1,6,651-4170331,09/08/2012
Vivaldi,black,Male,Spain,2,6,3,1,1,1,651-3616381,01/05/2017
Nutmeg,grey,Female,UK,3,5,3,5,5,3,651-8737754,04/14/2017
Buckley,peaches and cream,Female,Australia,1,3,6,5,1,2,651-3153251,01/20/2007
Cordelia,grey,Female,Australia,3,4,5,4,3,3,651-4139271,12/14/2010
Walter Croncat,grey and black,Male,Thailand,3,1,5,7,5,2,651-3358992,05/27/2018
Wheresy,tabby,Female,China,1,4,5,4,1,4,651-8296666,07/24/2011
Horatio,peaches and cream,Male,New Zealand,2,2,6,6,1,5,651-2417065,11/10/2012
Colonel,salt and pepper,Unsure,Germany,2,6,5,3,2,6,651-4201552,05/17/2000
Aragog,tabby,Female,Germany,1,1,4,6,1,1,651-2081705,07/09/2010
Hercules,peaches and cream,Male,Australia,1,4,6,3,2,6,651-2373825,11/16/2006
Clotilda,salt and pepper,Female,Spain,1,2,5,4,1,1,651-3388828,07/09/2014
Blossom,butterscotch,Female,Canada,2,5,6,5,4,6,651-2167298,11/09/2011
Tim Tam,grey and brown,Female,Thailand,6,5,6,5,1,1,651-5889728,07/17/2006
Blair,peaches and cream,Female,Peru,6,4,3,4,2,1,651-4786002,03/08/2002
Perceval,salt and pepper,Male,Canada,1,2,5,6,5,6,651-2014071,04/21/2018
Cheeto,grey,Female,China,6,7,6,2,2,4,651-5323221,04/08/2017
Fresca,orange,Female,Spain,3,2,5,5,2,3,651-3074008,08/01/2000
Petropolis,salt and pepper,Male,Germany,3,1,5,6,3,2,651-4051403,12/23/2000
Malinda,orange,Male,New Zealand,3,1,5,6,1,6,651-4669615,06/07/2000
Mosag,tabby,Female,Spain,7,7,1,1,7,7,651-1949324,11/22/2000
Ballofur,salt and pepper,Female,Canada,1,1,5,6,5,1,651-8291812,01/27/2016
Adela,orange,Female,New Zealand,1,1,6,6,1,1,651-6462003,07/13/2004
Crankie Frankie,grey and black,Male,New Zealand,2,6,6,5,2,6,651-6804597,04/04/2008
Winky,salt and pepper,Female,Peru,1,1,7,7,7,1,651-8263137,06/06/2016
Phu-Kat,striped,Male,Spain,3,5,5,5,3,4,651-5482878,08/30/2019
Fickle,grey,Female,Thailand,4,5,5,3,2,3,651-8368042,08/12/2002
Cherub,peaches and cream,Female,France,1,1,6,7,1,2,651-8201536,02/28/2017
Buster,white,Female,Canada,2,7,7,1,1,1,651-7583559,04/05/2005
TC,butterscotch,Male,Canada,2,2,6,6,1,3,651-7083832,08/05/2007
Tatum,butterscotch,Female,New Zealand,2,7,6,5,5,1,651-5263056,02/18/2018
Broody,peaches and cream,Female,Thailand,7,6,5,2,1,6,651-2911395,06/17/2016
Dwight,tabby,Female,New Zealand,2,4,7,7,1,1,651-6199137,03/31/2017
Snuffy,brown,Female,Australia,2,1,7,7,1,6,651-4088050,08/24/2014
Claret,black,Female,UK,1,1,7,7,1,3,651-5897278,07/15/2012
Dylan,white,Female,UK,7,4,1,4,1,5,651-1793524,10/09/2005
Odette,peaches and cream,Female,Spain,5,5,6,2,1,2,651-6978787,01/14/2011
Magnificat,orange,Male,Peru,1,6,4,3,2,5,651-8809835,05/20/2018
Exit,grey,Female,Canada,1,1,5,6,1,2,651-7636622,03/08/2017
Chic,orange,Male,Germany,1,1,5,7,5,2,651-2019579,02/17/2018
Cadpig,butterscotch,Female,China,1,2,5,5,1,5,651-5869202,07/24/2018
Crankie Frankie,peaches and cream,Female,New Zealand,3,2,5,2,3,7,651-2023074,11/29/2001
Sniff,striped,Female,Spain,2,3,6,6,1,2,651-6693078,07/03/2017
Macho,orange,Female,Germany,6,3,3,2,2,5,651-7614038,02/14/2012
Crash,tabby,Female,UK,4,5,6,4,7,5,651-8137187,04/07/2004
Chilli,peaches and cream,Male,Thailand,5,5,5,5,1,4,651-7693515,08/01/2006
Napoleon,salt and pepper,Male,New Zealand,1,3,5,5,5,2,651-3866568,10/30/2019
Nina,orange,Female,New Zealand,4,6,5,3,1,3,651-2119888,05/18/2019
Bollinger,grey and black,Female,USA,1,4,7,7,2,3,651-4354890,03/23/2012
Alvin,black,Female,Thailand,5,6,5,3,6,3,651-6233174,01/22/2015
Zeppelin,orange,Male,Thailand,4,6,5,3,2,6,651-6691300,04/01/2015
Bean,grey and brown,Female,USA,2,1,5,7,7,2,651-1838736,09/27/2014
Jumper,orange,Female,Spain,1,2,6,7,2,2,651-7411853,04/06/2020
Scoop,brown,Male,Germany,1,4,6,6,1,5,651-7323776,11/08/2003
Hermione,grey and brown,Male,Spain,2,5,3,3,1,1,651-4102182,04/26/2010
Mr. Meowgi,black,Male,Australia,1,2,6,6,5,1,651-6488718,11/13/2001
Little Kitty,black,Male,Australia,4,6,3,1,3,3,651-7859101,04/22/2014
Mallory,grey and black,Female,China,3,5,5,5,7,6,651-6010468,05/20/2011
Oedipus,peaches and cream,Male,Germany,1,1,5,7,2,5,651-6218782,05/02/2017
Moody Blue,butterscotch,Male,France,2,2,6,5,2,2,651-8148545,06/11/2014
Chowder,grey,Male,Thailand,5,1,3,1,1,6,651-3738963,10/19/2010
Bayou,grey and brown,Female,China,4,5,3,5,3,6,651-2080743,03/17/2013
Cider,tabby,Female,UK,3,6,6,4,2,5,651-5805012,02/27/2014
Tuckleberry,grey and black,Male,Australia,7,4,3,5,2,4,651-2224335,09/22/2016
Rosebud,peaches and cream,Female,USA,1,6,4,6,1,6,651-7209814,02/21/2012
Jada,butterscotch,Male,Australia,1,1,4,7,1,1,651-3686184,01/27/2010
Joanne,brown,Male,UK,5,7,5,6,6,7,651-3380839,07/05/2019
Blanche,brown,Male,Thailand,7,4,5,2,4,4,651-2505643,06/27/2015
Dubonnet,grey and black,Male,New Zealand,1,1,7,7,1,1,651-3296701,01/03/2014
Broody,tabby,Female,Australia,2,1,5,7,3,7,651-6333733,10/10/2017
Albert,striped,Female,Germany,1,7,6,7,3,2,651-6621371,01/12/2014
Gandhi,brown,Female,UK,5,4,7,7,5,5,651-1980675,09/28/2011
Magnum,tabby,Female,Germany,4,4,5,7,1,7,651-4017577,04/27/2006
Snoochie Boochie,grey,Male,New Zealand,2,3,6,5,1,2,651-4176562,07/26/2016
Snoops,grey and brown,Female,Canada,1,2,6,6,1,3,651-3114928,02/23/2010
Chevy,orange,Female,USA,1,3,7,4,6,2,651-1942215,06/29/2011
Liam,grey,Female,USA,7,3,6,3,1,6,651-7674445,08/06/2009
Fresca,butterscotch,Male,Australia,1,1,5,6,7,4,651-6242377,08/23/2017
Capricorn,peaches and cream,Male,China,1,2,7,5,1,1,651-1863967,12/18/2001
Miss Chevious,peaches and cream,Male,Canada,1,1,7,7,1,6,651-2654248,09/16/2005
Kosta & Lot,grey,Female,Canada,4,1,6,5,6,4,651-6195086,10/02/2013
Fairway,white,"",New Zealand,1,2,7,6,5,6,651-7574401,05/06/2005
Flip,salt and pepper,Male,Australia,1,6,2,4,7,1,651-5576455,08/21/2019
Panic,peaches and cream,Male,Peru,1,1,1,6,6,5,651-7689485,09/15/2014
Bruce,grey and brown,Female,Canada,1,1,7,7,1,1,651-3369817,11/22/2017
Muzby,orange,Female,Thailand,6,7,5,2,2,2,651-8763733,09/09/2005
Angus,orange,Male,Canada,1,1,5,1,5,7,651-7748305,12/03/2002
Whisker,salt and pepper,Male,Australia,2,7,3,1,1,3,651-7342137,05/29/2015
Clotilda,brown,Female,New Zealand,1,7,6,1,6,7,651-7605215,10/26/2012
Abaster,grey and black,Female,Canada,2,5,3,5,3,1,651-1897886,10/08/2009
Cookie,grey and brown,Female,Canada,1,1,7,7,2,2,651-2926893,03/22/2010
Notorious C.A.T,black,Male,Germany,7,2,4,5,1,4,651-3473770,10/25/2017
Evita,orange,Male,France,3,7,7,7,7,6,651-8446371,08/02/2012
Coco,salt and pepper,Female,UK,4,1,7,7,1,4,651-2894626,01/25/2016
Candy,striped,Male,Canada,1,1,7,7,4,4,651-2226923,06/07/2016
Banchee,striped,Male,Germany,5,2,3,5,2,5,651-5998311,06/03/2014
Matthew,black,Female,Australia,1,2,7,6,2,3,651-4412861,08/23/2003
Catillac,white,Male,China,4,4,6,7,6,5,651-5777283,07/11/2011
Jennifer,tabby,Female,UK,5,4,6,5,4,4,651-8905826,04/28/2013
Floppity,tabby,Male,France,4,5,5,7,2,7,651-6979889,05/01/2009
Beaujolais,grey and black,Male,USA,1,2,6,7,5,3,651-2340255,01/04/2014
Winona,white,Male,Thailand,3,7,3,3,2,5,651-7037513,09/24/2014
Cicero,orange,Male,France,3,6,5,4,1,5,651-2112140,01/05/2006
